MCT_NM,TYPE,latitude,longitude,ADDR,LOCAL_UE_CNT_RAT,TYPE_NAME,MONTH
비에이치씨치킨노형점,T25,33.4836784,126.4696956,제주 제주시 노형동 2586-3번지 동원빌딩 1층,0.814946619217081,치킨,09월
데스띠노,T20,33.4761625,126.5497456,제주 제주시 아라일동 6117-1번지 2층,0.814935064935065,양식,11월
본죽앤비빔밥제주노형점,T1,33.4889534,126.4756156,제주 제주시 노형동 2581-3번지 동마빌딩 104호,0.814929056138186,가정식,06월
마왕족발제주시청점,T6,33.4991032,126.5297519,제주 제주시 이도이동 1186-5번지,0.814917127071823,단품요리 전문,11월
픽미픽미아이스제주노형점,C2,33.4782438,126.4807601,제주 제주시 노형동 750-4번지,0.814903846153846,디저트/간식,06월
태백산3호점,T1,33.4915228,126.5427105,제주 제주시 아라이동 3011-20번지,0.814893617021276,가정식,02월
배스킨라빈스 외도점,T13,33.4861591,126.4312537,제주 제주시 외도일동 549-5번지 대원상록수11차아파트 104호,0.814887365328109,베이커리,04월
공단해장국,T6,33.4882766,126.527917,제주 제주시 도남동 142-1번지 1층,0.814876957494407,단품요리 전문,12월
이인자뼈다귀해장국,T6,33.487751,126.4788306,제주 제주시 노형동 1279-15번지,0.814855875831485,단품요리 전문,11월
교촌치킨제주시청점,T25,33.4988379,126.5309546,제주 제주시 이도이동 1179-18번지 1층,0.814814814814814,치킨,06월
상호네숯불구이,T1,33.4990112,126.5453425,제주 제주시 일도이동 85-5번지,0.814814814814814,가정식,02월
여,T6,33.4837467,126.4872609,제주 제주시 연동 256-5번지 지하,0.814814814814814,단품요리 전문,04월
이자카야일월,T6,33.4995164,126.5289356,제주 제주시 이도이동 1771-3번지,0.814814814814814,단품요리 전문,07월
정든마차,T6,33.5029728,126.5280507,제주 제주시 이도일동 1260-29번지,0.814814814814814,단품요리 전문,05월
노형토종닭,T1,33.4811483,126.4694742,제주 제주시 노형동 2398-1번지,0.814814814814814,가정식,04월
배스킨라빈스노형점,C2,33.4889534,126.4756156,제주 제주시 노형동 2581-3번지,0.814814814814814,디저트/간식,08월
바당에빠진도새기,T6,33.4849515,126.4727024,제주 제주시 노형동 2530-8번지 1층,0.814814814814814,단품요리 전문,03월
복돈갈비,T6,33.500355,126.5459938,제주 제주시 일도이동 82번지,0.814814814814814,단품요리 전문,02월
시영통닭용담점,T25,33.5086753,126.5104425,제주 제주시 용담이동 2679-4번지,0.814814814814814,치킨,03월
지유명차,C2,33.4819913,126.4994046,제주 제주시 연동 456번지,0.814814814814814,디저트/간식,04월
부촌,T6,33.4868951,126.5250146,제주 제주시 도남동 9111-6번지,0.814814814814814,단품요리 전문,02월
뚜레쥬르 노형오거리점,T13,33.4874547,126.4774646,제주 제주시 노형동 1064-7번지 아일랜드빌딩 B동 1층,0.814777327935222,베이커리,11월
한촌설렁탕제주종합운동장점,T6,33.4942236,126.5152709,제주 제주시 오라일동 1269번지 1층,0.814726840855106,단품요리 전문,02월
그란데,T20,33.474179,126.5497298,제주 제주시 아라일동 6127-5번지 2층 201호,0.814724919093851,양식,10월
고구려,T6,33.4775715,126.4874306,제주 제주시 연동 1511-1번지,0.814720812182741,단품요리 전문,10월
삼형제민재민형민준이네,T1,33.5086259,126.5896654,제주 제주시 도련일동 1650-3번지,0.814713896457765,가정식,04월
메가엠지씨커피제주남녕점,T26,33.4905631,126.4812745,제주 제주시 연동 1954-4번지,0.814713896457765,커피,02월
카페빠네띠에,T26,33.4946581,126.5460775,제주 제주시 이도이동 1959-1번지,0.814698983580922,커피,01월
바른양,T23,33.4948052,126.5274047,제주 제주시 도남동 54-1번지,0.814696485623003,중식,01월
산아,T23,33.4888218,126.5352374,제주 제주시 이도이동 2002-13번지 1층,0.814685314685314,중식,09월
역전할머니맥주 아라점,T11,33.4720323,126.5453026,제주 제주시 아라일동 6082-2번지,0.814681107099879,맥주/요리주점,06월
버거킹 제주민속오일장DT점,C1,33.4932568,126.4798445,제주 제주시 연동 2413-4번지 1층,0.814678899082568,패스트푸드/간단한 식사,12월
만두랑돈찜,T1,33.4893221,126.5230641,제주 제주시 도남동 705-6번지,0.814671814671814,가정식,11월
만두랑돈찜,T1,33.4893221,126.5230641,제주 제주시 도남동 705-6번지,0.814671814671814,가정식,10월
푸주옥도남점,T1,33.4919169,126.529927,제주 제주시 도남동 74번지,0.814670138888888,가정식,04월
봉구비어노형점,T11,33.4882364,126.478287,제주 제주시 노형동 1066-2번지 세기6차아파트 109호,0.814663951120163,맥주/요리주점,05월
꾸브라꼬숯불두마리치킨이도점,T25,33.4963865,126.5346406,제주 제주시 이도이동 1053-2번지 1층,0.814655172413793,치킨,07월
감미숯불닭갈비,T6,33.4909341,126.4733723,제주 제주시 노형동 2574-4번지 1층,0.814641744548286,단품요리 전문,11월
대풍해장국,T6,33.5179042,126.5889643,제주 제주시 도련이동 515-1번지 1층,0.814627994955863,단품요리 전문,09월
동새벽김밥,T15,33.5151348,126.5896043,제주 제주시 도련이동 579-9번지 1층,0.814624098867147,분식,09월
통시돈,T1,33.5109173,126.5318029,제주 제주시 일도이동 1030-2번지 1층,0.814621409921671,가정식,08월
동막골,T1,33.4840381,126.5394189,제주 제주시 아라일동 2382-6번지 1층,0.814611154752553,가정식,04월
푸라닭한라대점,T6,33.4760623,126.4776838,제주 제주시 노형동 1551-3번지,0.814606741573033,단품요리 전문,10월
뻘떡낙지본저,T6,33.479325,126.5305296,제주 제주시 도남동 331-3번지 1동 2층,0.814592274678111,단품요리 전문,10월
뚜레쥬르 노형오거리점,T13,33.4874547,126.4774646,제주 제주시 노형동 1064-7번지 아일랜드빌딩 B동 1층,0.814572864321608,베이커리,10월
춘천손가닭갈비,T6,33.254395,126.569054,제주 서귀포시 동홍동 640-4번지,0.814569536423841,단품요리 전문,12월
대학로고전,T15,33.4981984,126.5302317,제주 제주시 이도이동 1185-3번지,0.814569536423841,분식,02월
춘하추동,T1,33.4955801,126.5261626,제주 제주시 도남동 907-10번지,0.814569536423841,가정식,06월
밥엔청국장뜨런채점,T6,33.4853753,126.4740132,제주 제주시 노형동 2613-10번지 1층,0.814553990610328,단품요리 전문,03월
산적대학로점,T26,33.4976856,126.5295053,제주 제주시 이도이동 1188-2번지,0.814545454545454,커피,02월
본죽앤비빔밥까페제주연동점,T1,33.4804426,126.4900261,제주 제주시 연동 1482-2번지 1층,0.814540059347181,가정식,10월
왕청가,T1,33.471707,126.5465836,제주 제주시 아라일동 6144-1번지 1층,0.81453634085213,가정식,12월
꾸브라꼬숯불두마리치킨이도점,T25,33.4963865,126.5346406,제주 제주시 이도이동 1053-2번지 1층,0.814516129032258,치킨,03월
원조수림,T1,33.4053513,126.2568207,제주 제주시 한림읍 옹포리 318-5번지 1층,0.814516129032258,가정식,12월
화산양꼬치5호점,T5,33.4746418,126.5497693,제주 제주시 아라일동 6116-6번지 1층,0.814516129032258,꼬치구이,08월
산적대학로점,T26,33.4976856,126.5295053,제주 제주시 이도이동 1188-2번지,0.814487632508833,커피,04월
서서방숯불갈비 일도점,T6,33.5028642,126.5429903,제주 제주시 일도이동 49번지 1층,0.814479638009049,단품요리 전문,12월
가야밀면돼지국밥,T6,33.4942693,126.5191749,제주 제주시 오라일동 1083-2번지 1동 2층,0.814473045167557,단품요리 전문,04월
한솥도시락 제주법원점,C1,33.4925267,126.5361587,제주 제주시 이도이동 1080-4번지 1층,0.814457831325301,패스트푸드/간단한 식사,06월
족발야시장 노형점,T6,33.487575,126.4782346,제주 제주시 노형동 1280-1번지 1층,0.814453125,단품요리 전문,03월
송이축산정육식당,T1,33.5088472,126.5331043,제주 제주시 일도이동 1032-11번지 1층,0.814432989690721,가정식,07월
오리정,T6,33.4858783,126.4783403,제주 제주시 노형동 1288-5번지,0.814432989690721,단품요리 전문,09월
롱리브,T6,33.4766112,126.5415514,제주 제주시 아라일동 6044-3번지 아라지엘지,0.814414414414414,단품요리 전문,08월
한마음정육식당삼화점,T6,33.5144514,126.5784773,제주 제주시 도련일동 1977-5번지 1층,0.814410480349344,단품요리 전문,12월
막창상회용담본점,T6,33.510338,126.5114525,제주 제주시 용담이동 357-25번지,0.814393939393939,단품요리 전문,05월
막창상회용담본점,T6,33.510338,126.5114525,제주 제주시 용담이동 357-25번지,0.814393939393939,단품요리 전문,06월
정순대국밥,T6,33.4905321,126.4306893,제주 제주시 외도일동 445-7번지 1층,0.814388489208633,단품요리 전문,06월
본죽앤비빔밥제주노형점,T1,33.4889534,126.4756156,제주 제주시 노형동 2581-3번지 동마빌딩 104호,0.81438229870928,가정식,07월
미나리삼겹살,T6,33.2503319,126.5727732,제주 서귀포시 동홍동 357-6번지 덕산가온누리빌 1층 106호,0.814371257485029,단품요리 전문,06월
아리랑양곱창,T6,33.4829298,126.4698407,제주 제주시 노형동 2587-4번지 1층,0.814371257485029,단품요리 전문,08월
온정숯불구이,T1,33.2552425,126.5751124,제주 서귀포시 동홍동 497-3번지,0.814371257485029,가정식,09월
산촌,T6,33.4911728,126.4852544,제주 제주시 연동 1965-1번지,0.814356435643564,단품요리 전문,03월
산에들에오리,T6,33.4997455,126.5330395,제주 제주시 이도이동 1139-1번지,0.814345991561181,단품요리 전문,06월
하꼬네,T21,33.4963238,126.5300035,제주 제주시 이도이동 1008-2번지,0.814345991561181,일식,03월
그란데,T20,33.474179,126.5497298,제주 제주시 아라일동 6127-5번지 2층 201호,0.814342629482071,양식,09월
칭따오객잔,T23,33.4867647,126.4910562,제주 제주시 연동 273-57번지 2층,0.814332247557003,중식,07월
빽다방 제주외도점,T26,33.4861591,126.4312537,제주 제주시 외도일동 549-5번지 1층,0.814325452016689,커피,11월
일품샤브샤브,T6,33.5097073,126.5427618,제주 제주시 일도이동 323-28번지,0.814323607427055,단품요리 전문,12월
탐라맛고을,T6,33.497142,126.5469051,제주 제주시 이도이동 257-6번지 1층,0.814285714285714,단품요리 전문,12월
예산가마솥장수촌설렁탕 일도점,T6,33.499355,126.5450917,제주 제주시 일도이동 85-3번지,0.814285714285714,단품요리 전문,02월
투다리삼양점,T5,33.5213046,126.5849663,제주 제주시 삼양이동 2135-9번지,0.814285714285714,꼬치구이,12월
60계제주서귀포신시가지점,T25,33.2530747,126.5033882,제주 서귀포시 강정동 207-14번지 1층,0.814285714285714,치킨,10월
코리아 정육식당,T1,33.4715316,126.5402254,제주 제주시 아라일동 6058-16번지 101호,0.814285714285714,가정식,06월
정직유부 제주연동점,T6,33.4787191,126.4883094,제주 제주시 연동 1495-6번지 1층,0.814268142681426,단품요리 전문,08월
산적대학로점,T26,33.4976856,126.5295053,제주 제주시 이도이동 1188-2번지,0.814254859611231,커피,11월
주식회사 제이엠푸드앤플레이스,T1,33.4911229,126.544686,제주 제주시 아라이동 3008-5번지 1층,0.814236111111111,가정식,06월
컴포즈커피화북공단점,T26,33.5121954,126.563813,제주 제주시 화북이동 3713-1번지 1층,0.814229249011857,커피,10월
꾸브라꼬숯불두마리치킨이도점,T25,33.4963865,126.5346406,제주 제주시 이도이동 1053-2번지 1층,0.814229249011857,치킨,02월
고창댁풍천장어낙지,T6,33.518826,126.5595952,제주 제주시 화북일동 4004-1번지,0.814207650273224,단품요리 전문,10월
제주산방식당 외도점,T6,33.4894409,126.4338233,제주 제주시 외도일동 485-3번지 해담은 1층 105호,0.814207650273224,단품요리 전문,06월
(주)파리크라상파스쿠찌제주대병원,T26,33.467194,126.5455284,제주 제주시 아라일동 1753-3번지 제주대학교병원 1층,0.814207650273224,커피,11월
프렌즈스크린이도점앤데미다,T6,33.4951677,126.5513174,제주 제주시 이도이동 55-1번지 1층,0.81419624217119,단품요리 전문,11월
바로족발보쌈별관,T6,33.4785035,126.4796464,제주 제주시 노형동 748-9번지 1층,0.814164305949008,단품요리 전문,07월
바나나정육식점,T1,33.253853,126.5671449,제주 서귀포시 동홍동 461-31번지 1층,0.814159292035398,가정식,07월
정순대국밥,T6,33.4905321,126.4306893,제주 제주시 외도일동 445-7번지 1층,0.814147018030513,단품요리 전문,07월
태산봉,T1,33.5116193,126.5304294,제주 제주시 일도일동 1048-6번지,0.814139941690962,가정식,08월
본가장수촌,T6,33.4788962,126.478207,제주 제주시 노형동 735번지,0.814132104454685,단품요리 전문,04월
벌크커피 연북로점,T26,33.4814277,126.4845698,제주 제주시 노형동 723번지 1층,0.814119749776586,커피,07월
파리바게뜨제주아라점,T13,33.4738219,126.5453467,제주 제주시 아라일동 6092-6번지 1층,0.814114924797531,베이커리,10월
송촌초밥,T21,33.4991101,126.5455215,제주 제주시 일도이동 85-2번지 1층,0.814111261872455,일식,08월
가리본가 노형점,T6,33.4830496,126.470249,제주 제주시 노형동 2588-7번지 1층,0.814102564102564,단품요리 전문,01월
데스띠노,T20,33.4761625,126.5497456,제주 제주시 아라일동 6117-1번지 2층,0.814102564102564,양식,10월
해상,T21,33.5009047,126.543404,제주 제주시 이도이동 409-6번지,0.814102564102564,일식,04월
뻘떡낙지본저,T6,33.479325,126.5305296,제주 제주시 도남동 331-3번지 1동 2층,0.81409168081494,단품요리 전문,08월
원삼계탕아라점,T6,33.4695427,126.5483774,제주 제주시 아라일동 1813-2번지 1층,0.814070351758793,단품요리 전문,12월
햇살머믄꼬마김밥,T15,33.4869009,126.4323844,제주 제주시 외도일동 559-5번지 1층,0.814070351758793,분식,12월
식전당포,T6,33.4975935,126.5292683,제주 제주시 이도이동 1188-31번지 1층,0.814070351758793,단품요리 전문,11월
제주한우앤돈본점,T6,33.4961363,126.50858,제주 제주시 오라삼동 2271-1번지 1층,0.814049586776859,단품요리 전문,08월
태화뷔페정식,T1,33.4904723,126.4279716,제주 제주시 외도일동 440-5번지,0.814049586776859,가정식,08월
동서지간,T1,33.5145399,126.5388638,제주 제주시 건입동 674-55번지,0.814044213263979,가정식,11월
프로젝트064,T6,33.4875474,126.5374382,제주 제주시 이도이동 2015-5번지 1층,0.814022140221402,단품요리 전문,11월
벌크커피 연북로점,T26,33.4814277,126.4845698,제주 제주시 노형동 723번지 1층,0.814009661835748,커피,04월
바삭돈가스아라점,T6,33.4737748,126.5440228,제주 제주시 아라일동 6093번지 1층,0.813978494623655,단품요리 전문,01월
더벤티 제주외도점,T26,33.4912301,126.4304441,제주 제주시 외도일동 445-1번지 1층,0.813973799126637,커피,05월
동막골,T1,33.4840381,126.5394189,제주 제주시 아라일동 2382-6번지 1층,0.813971742543171,가정식,05월
뻘떡낙지본저,T6,33.479325,126.5305296,제주 제주시 도남동 331-3번지 1동 2층,0.813953488372093,단품요리 전문,11월
제주한우앤돈본점,T6,33.4961363,126.50858,제주 제주시 오라삼동 2271-1번지 1층,0.813953488372093,단품요리 전문,05월
놈놈놈막창표선점,T6,33.3252532,126.833924,제주 서귀포시 표선면 표선리 634-25번지 1층,0.813953488372093,단품요리 전문,09월
역전할머니맥주제주동홍점,T11,33.2567122,126.5732212,제주 서귀포시 동홍동 413-5번지 1층,0.813953488372093,맥주/요리주점,07월
밥먹을래닭먹을래,T6,33.5174526,126.6238259,제주 제주시 조천읍 신촌리 1328-2번지 1층,0.813953488372093,단품요리 전문,07월
우정곱창서귀포점,T6,33.2519359,126.5688123,제주 서귀포시 동홍동 105-8번지,0.813953488372093,단품요리 전문,09월
산내들,T1,33.4986566,126.5140163,제주 제주시 오라일동 2444-21번지 1층,0.813953488372093,가정식,02월
가야밀면돼지국밥,T6,33.4942693,126.5191749,제주 제주시 오라일동 1083-2번지 1동 2층,0.813953488372093,단품요리 전문,05월
도마소리쿠킹스튜디오,T1,33.4861839,126.4153777,제주 제주시 애월읍 하귀1리 119-4번지 부용빌딩 1층,0.813953488372093,가정식,01월
양육점,C1,33.5042118,126.5411208,제주 제주시 일도이동 414-3번지 1층,0.813953488372093,패스트푸드/간단한 식사,06월
휴계농장,T1,33.5068467,126.5418606,제주 제주시 일도이동 393-3번지,0.813953488372093,가정식,06월
받거니주거니,T1,33.2214324,126.2510547,제주 서귀포시 대정읍 하모리 1029-7번지,0.813953488372093,가정식,01월
대중적한우,T6,33.502564,126.546565,제주 제주시 일도이동 62-4번지 1층,0.813880126182965,단품요리 전문,07월
동막골,T1,33.4840381,126.5394189,제주 제주시 아라일동 2382-6번지 1층,0.813874788494077,가정식,10월
대굴대굴삼화점,T1,33.5138074,126.58917,제주 제주시 도련이동 566-3번지 1층,0.813868613138686,가정식,12월
가마솥애,T1,33.5057683,126.5417434,제주 제주시 일도이동 377-13번지,0.813852813852813,가정식,01월
원조큰맘할매순대국 아라점,T6,33.4754251,126.5453982,제주 제주시 아라일동 6104-7번지 1층,0.813846153846153,단품요리 전문,03월
한양관양꼬치,T23,33.4977437,126.5387057,제주 제주시 이도이동 397-7번지 1층,0.813842482100238,중식,09월
드숑,T6,33.2570888,126.5722671,제주 서귀포시 동홍동 108-5번지 1층,0.813840155945419,단품요리 전문,06월
왕고집찜마을 동태탕,T6,33.2643352,126.5577867,제주 서귀포시 서홍동 257번지 1층,0.813829787234042,단품요리 전문,12월
일도바다장어구이,T6,33.5055629,126.5407267,제주 제주시 일도이동 392-1번지,0.813829787234042,단품요리 전문,01월
원삼계탕아라점,T6,33.4695427,126.5483774,제주 제주시 아라일동 1813-2번지 1층,0.813824884792626,단품요리 전문,08월
고마로 갈비탕,T1,33.5117222,126.5388277,제주 제주시 일도이동 160-7번지 101호,0.813813813813813,가정식,06월
매머드익스프레스 제주아라이도점,T26,33.4935401,126.5419653,제주 제주시 아라이동 3001-4번지 1동 2층,0.813805631244323,커피,09월
저팔계마라탕,T23,33.4989226,126.5300076,제주 제주시 이도이동 1768-7번지 3층,0.813803019410496,중식,04월
파리바게뜨연동1호점,T13,33.4811734,126.4896307,제주 제주시 연동 1456-1번지,0.813800101471334,베이커리,12월
동새벽김밥,T15,33.5151348,126.5896043,제주 제주시 도련이동 579-9번지 1층,0.813786008230452,분식,05월
유쾌육회,T21,33.4876979,126.4778437,제주 제주시 노형동 1065-3번지 1층,0.813775510204081,일식,12월
탐앤탐스아라점,T26,33.4792251,126.5432248,제주 제주시 아라일동 2338-4번지 1층,0.813770491803278,커피,08월
비에이치씨치킨노형점,T25,33.4836784,126.4696956,제주 제주시 노형동 2586-3번지 동원빌딩 1층,0.813760379596678,치킨,10월
시청골목집,T1,33.4975763,126.5301926,제주 제주시 이도이동 1186-22번지,0.813753581661891,가정식,12월
태산봉,T1,33.5116193,126.5304294,제주 제주시 일도일동 1048-6번지,0.813753581661891,가정식,07월
파리바게뜨제주아라점,T13,33.4738219,126.5453467,제주 제주시 아라일동 6092-6번지 1층,0.813729128014842,베이커리,07월
이조삼계탕,T6,33.268129,126.5892344,제주 서귀포시 토평동 1287-3번지,0.813725490196078,단품요리 전문,02월
픽미픽미아이스제주노형점,C2,33.4782438,126.4807601,제주 제주시 노형동 750-4번지,0.813725490196078,디저트/간식,10월
오늘도술술,T6,33.4136349,126.2647286,제주 제주시 한림읍 한림리 1090번지 2층,0.813725490196078,단품요리 전문,10월
문희,T1,33.4923121,126.5446362,제주 제주시 아라이동 3005-5번지 1층,0.813725490196078,가정식,01월
피자알볼로서귀포점,T29,33.2550023,126.5707783,제주 서귀포시 동홍동 116-12번지,0.813698630136986,피자,12월
제주돈삼겹중앙점,T6,33.5066175,126.5241205,제주 제주시 삼도이동 1235-1번지 101호,0.813679245283018,단품요리 전문,02월
천둥소리,T6,33.4888841,126.5294362,제주 제주시 도남동 99-1번지,0.813664596273291,단품요리 전문,11월
산촌,T6,33.4911728,126.4852544,제주 제주시 연동 1965-1번지,0.813648293963254,단품요리 전문,02월
픽미픽미아이스제주노형점,C2,33.4782438,126.4807601,제주 제주시 노형동 750-4번지,0.813648293963254,디저트/간식,01월
동서지간,T1,33.5145399,126.5388638,제주 제주시 건입동 674-55번지,0.813643926788685,가정식,02월
배스킨라빈스 외도점,T13,33.4861591,126.4312537,제주 제주시 외도일동 549-5번지 대원상록수11차아파트 104호,0.813623978201634,베이커리,08월
그래잍,T1,33.4737475,126.5501528,제주 제주시 아라일동 6126-15번지 1층,0.813620071684587,가정식,10월
김사장네명태조림,T1,33.4842469,126.4708415,제주 제주시 노형동 2511-6번지 1층,0.813614262560778,가정식,12월
불닭공장모슬포점,T6,33.2210217,126.2489411,제주 서귀포시 대정읍 하모리 1082-5번지,0.813609467455621,단품요리 전문,03월
아키토리6126,T6,33.505653,126.5378222,제주 제주시 일도이동 361-25번지 이룸해피안아파트 1층 102호,0.813609467455621,단품요리 전문,09월
슬이네찌개마을,T1,33.4875579,126.4314014,제주 제주시 외도일동 548-9번지 1층,0.813609467455621,가정식,04월
식전당포,T6,33.4975935,126.5292683,제주 제주시 이도이동 1188-31번지 1층,0.81360201511335,단품요리 전문,04월
종로3가감자탕,T6,33.5155527,126.5238098,제주 제주시 삼도이동 20-9번지,0.813574660633484,단품요리 전문,03월
아리랑양곱창,T6,33.4829298,126.4698407,제주 제주시 노형동 2587-4번지 1층,0.813559322033898,단품요리 전문,01월
상호네숯불구이,T1,33.4990112,126.5453425,제주 제주시 일도이동 85-5번지,0.813559322033898,가정식,04월
명작숯불닭갈비,T6,33.4794806,126.4740949,제주 제주시 노형동 3811-4번지 1층,0.813559322033898,단품요리 전문,09월
탐라도서관구내식당및매점,C1,33.4791164,126.4770522,제주 제주시 노형동 3812-1번지 탐라도서관 1층,0.813559322033898,패스트푸드/간단한 식사,11월
돈둥지,T1,33.2511792,126.5627906,제주 서귀포시 서귀동 279-1번지,0.813559322033898,가정식,12월
온정숯불구이,T1,33.2552425,126.5751124,제주 서귀포시 동홍동 497-3번지,0.813559322033898,가정식,04월
산내들,T1,33.4986566,126.5140163,제주 제주시 오라일동 2444-21번지 1층,0.813559322033898,가정식,03월
빽다방 탐라도서관8,T26,33.4800145,126.478004,제주 제주시 노형동 3798-10번지 1층,0.813548387096774,커피,12월
정실마당,T1,33.4690403,126.5104219,제주 제주시 오라이동 716번지,0.813504823151125,가정식,07월
배스킨라빈스노형점,C2,33.4889534,126.4756156,제주 제주시 노형동 2581-3번지,0.813496280552603,디저트/간식,10월
태백산3호점,T1,33.4915228,126.5427105,제주 제주시 아라이동 3011-20번지,0.813483146067415,가정식,05월
고마로 갈비탕,T1,33.5117222,126.5388277,제주 제주시 일도이동 160-7번지 101호,0.813455657492354,가정식,03월
뚜레쥬르외도점,T13,33.4858435,126.431117,제주 제주시 외도일동 637-1번지,0.813449023861171,베이커리,01월
제스펍,T11,33.255207,126.5718594,제주 서귀포시 동홍동 117-1번지,0.813432835820895,맥주/요리주점,02월
삼계별장,T1,33.4891878,126.5422233,제주 제주시 이도이동 1985-9번지 1층,0.813432835820895,가정식,08월
금관,T1,33.5147068,126.5170318,제주 제주시 용담일동 2-3번지,0.813432835820895,가정식,07월
빽다방제주연북로점,T26,33.4813555,126.4842385,제주 제주시 노형동 721-3번지 1층,0.813411078717201,커피,11월
옥돌해장국,T6,33.4757052,126.548966,제주 제주시 아라일동 6113-8번지 1층,0.813411078717201,단품요리 전문,11월
바삭돈가스아라점,T6,33.4737748,126.5440228,제주 제주시 아라일동 6093번지 1층,0.81340782122905,단품요리 전문,07월
유쾌육회,T21,33.4876979,126.4778437,제주 제주시 노형동 1065-3번지 1층,0.813397129186602,일식,07월
자가제빵선명희피자아라점,T13,33.4756669,126.5445865,제주 제주시 아라일동 6100-4번지 1층,0.813370473537604,베이커리,01월
불타는갈매기아라점,T1,33.470236,126.546443,제주 제주시 아라일동 6140-16번지 1층,0.813364055299539,가정식,12월
배스킨라빈스제주법원점,C2,33.4922807,126.536392,제주 제주시 이도이동 1080-7번지,0.813353566009104,디저트/간식,05월
정든마차,T6,33.5029728,126.5280507,제주 제주시 이도일동 1260-29번지,0.813333333333333,단품요리 전문,11월
영월,T1,33.4917805,126.5189309,제주 제주시 오라일동 987번지 1층,0.813333333333333,가정식,05월
천하육회시청점,T6,33.4998413,126.5285104,제주 제주시 이도이동 1771-6번지 이도이동,0.813333333333333,단품요리 전문,11월
타이윅,T20,33.4914449,126.5439718,제주 제주시 아라이동 3009-1번지,0.813324080499653,양식,05월
산지해장국외도점,T6,33.4861127,126.4272503,제주 제주시 외도일동 537-4번지,0.813299232736572,단품요리 전문,12월
한양관양꼬치,T23,33.4977437,126.5387057,제주 제주시 이도이동 397-7번지 1층,0.813299232736572,중식,01월
오리정,T6,33.4858783,126.4783403,제주 제주시 노형동 1288-5번지,0.813299232736572,단품요리 전문,08월
이차돌 제주노형점,T1,33.4887035,126.4790161,제주 제주시 노형동 1068-8번지 천마빌딩 1층,0.813291139240506,가정식,09월
탐앤탐스아라점,T26,33.4792251,126.5432248,제주 제주시 아라일동 2338-4번지 1층,0.81328903654485,커피,11월
감미숯불닭갈비,T6,33.4909341,126.4733723,제주 제주시 노형동 2574-4번지 1층,0.813253012048192,단품요리 전문,10월
탄광촌,T1,33.5046515,126.5148324,제주 제주시 삼도일동 721-14번지 1층,0.813218390804597,가정식,06월
그래잍,T1,33.4737475,126.5501528,제주 제주시 아라일동 6126-15번지 1층,0.813186813186813,가정식,08월
모어댄댓,T20,33.4759521,126.5474937,제주 제주시 아라일동 6108-9번지 1층,0.813186813186813,양식,01월
비에이치씨치킨노형점,T25,33.4836784,126.4696956,제주 제주시 노형동 2586-3번지 동원빌딩 1층,0.81316098707403,치킨,12월
사계진미제주시청점,T6,33.4994534,126.5266696,제주 제주시 이도이동 1780-1번지 2층,0.813141683778234,단품요리 전문,11월
2에프,T11,33.5001698,126.5290627,제주 제주시 이도이동 1773-20번지 2층,0.813084112149532,맥주/요리주점,06월
온가족,T6,33.4864712,126.431392,제주 제주시 외도일동 549-7번지,0.813084112149532,단품요리 전문,02월
하타나카연동신시가지점,T21,33.478304,126.4916644,제주 제주시 연동 1524-6번지 1층,0.813084112149532,일식,10월
삼형제민재민형민준이네,T1,33.5086259,126.5896654,제주 제주시 도련일동 1650-3번지,0.813056379821958,가정식,08월
태선갈비일도점,T1,33.5027817,126.5469738,제주 제주시 일도이동 62-1번지 1층 2호,0.813021702838063,가정식,01월
가야밀면돼지국밥,T6,33.4942693,126.5191749,제주 제주시 오라일동 1083-2번지 1동 2층,0.813020068526676,단품요리 전문,06월
돼지공화국,T6,33.2653795,126.5705938,제주 서귀포시 동홍동 1099-2번지,0.8130081300813,단품요리 전문,05월
세렌디피아,T11,33.4875579,126.4314014,제주 제주시 외도일동 548-9번지 좌측상가 1층,0.8130081300813,맥주/요리주점,11월
사계진미제주시청점,T6,33.4994534,126.5266696,제주 제주시 이도이동 1780-1번지 2층,0.812992125984252,단품요리 전문,07월
김밥천국 이도점,T15,33.4904885,126.5374075,제주 제주시 이도이동 2006-1번지 1층,0.812987012987013,분식,02월
동화로 연탄구이,T1,33.5176645,126.5781174,제주 제주시 화북일동 18-4번지,0.812987012987013,가정식,06월
모어댄댓,T20,33.4759521,126.5474937,제주 제주시 아라일동 6108-9번지 1층,0.812982998454404,양식,05월
벨난조개전골,T1,33.4707442,126.5483573,제주 제주시 아라일동 6142-12번지,0.812977099236641,가정식,03월
위즈,T6,33.4875083,126.4321338,제주 제주시 외도일동 550-4번지,0.812977099236641,단품요리 전문,12월
심청이쌈밥,T6,33.4748321,126.5447129,제주 제주시 아라일동 6095-4번지 1층 102호,0.812962962962963,단품요리 전문,11월
배스킨라빈스제주법원점,C2,33.4922807,126.536392,제주 제주시 이도이동 1080-7번지,0.812960235640648,디저트/간식,03월
낙원93,T1,33.4944698,126.5475189,제주 제주시 이도이동 1954-2번지 1층,0.812949640287769,가정식,08월
넝쿨하눌연동,T1,33.4919763,126.4984922,제주 제주시 연동 310-16번지 연동,0.812949640287769,가정식,01월
파리바게트 제주노형백록점,T13,33.4889534,126.4756156,제주 제주시 노형동 2581-3번지 노형동동마빌딩 102호,0.812943632567849,베이커리,07월
